seq_name,PseEIIP_LightGBM_label,PseEIIP_LightGBM_score,TNC_LightGBM_label,TNC_LightGBM_score,DNC_LightGBM_label,DNC_LightGBM_score,CKSNAP_LightGBM_label,CKSNAP_LightGBM_score,PCPseDNC_LightGBM_label,PCPseDNC_LightGBM_score,PCPseTNC_LightGBM_label,PCPseTNC_LightGBM_score,SCPseDNC_LightGBM_label,SCPseDNC_LightGBM_score,SCPseTNC_LightGBM_label,SCPseTNC_LightGBM_score,DACC_LightGBM_label,DACC_LightGBM_score,Sequence-based_single-layer_label,Sequence-based_single-layer_LightGBM_score,Physicochemical property_single-layer_label,Physicochemical property_single-layer_LightGBM_score,two-layer_model_label,two-layer_model_score
>mRNALoc_12661#56490,Extracellular Region,0.5980859177246883,Extracellular Region,0.5980859177246883,Extracellular Region,0.49798459131557105,Extracellular Region,0.6186008849006991,Extracellular Region,0.5423581010167349,Extracellular Region,0.6390749570268252,Extracellular Region,0.6626809933852528,Extracellular Region,0.5914826255856837,Extracellular Region,0.3497157627543134,Extracellular Region,0.5570624879537619,Extracellular Region,0.4625514623331294,Extracellular Region,0.49405513754000685
>mRNALoc_9343#378702,Extracellular Region,0.7183557309647192,Extracellular Region,0.7183557309647192,Cytoplasm,0.453344893359351,Extracellular Region,0.5439948272514619,Cytoplasm,0.46776464065372336,Extracellular Region,0.5693479085380457,Extracellular Region,0.3856930882971755,Extracellular Region,0.4534460605776518,Cytoplasm,0.41339617322928257,Extracellular Region,0.42706000875968886,Extracellular Region,0.4410070932363682,Extracellular Region,0.43635806507747504
>mRNALoc_16478#76448,Cytoplasm,0.6049678674696406,Cytoplasm,0.6049678674696406,Cytoplasm,0.5724169298640431,Cytoplasm,0.5436217234498193,Cytoplasm,0.682263348208228,Cytoplasm,0.5029536036582525,Cytoplasm,0.5405660100691447,Cytoplasm,0.6098843695040825,Extracellular Region,0.5041418302527535,Cytoplasm,0.555282412024227,Cytoplasm,0.4651948776506288,Cytoplasm,0.49522405577516154
>mRNALoc_17#100041734,Extracellular Region,0.7303115067499414,Extracellular Region,0.7303115067499414,Extracellular Region,0.7170104082467487,Extracellular Region,0.7486163944538282,Extracellular Region,0.6516642203880191,Extracellular Region,0.7831121120850418,Extracellular Region,0.7269563738048507,Extracellular Region,0.7691183254024929,Extracellular Region,0.619304408195527,Extracellular Region,0.7100310879751863,Extracellular Region,0.5852499632400919,Extracellular Region,0.6268436714851234
>mRNALoc_5372#22411,Cytoplasm,0.44089044134155947,Cytoplasm,0.44089044134155947,Cytoplasm,0.6312810558746628,Cytoplasm,0.49412894209534036,Cytoplasm,0.5522881629072846,Extracellular Region,0.38876934460976753,Cytoplasm,0.5297125987858942,Cytoplasm,0.39417913338837585,Cytoplasm,0.4475441691006325,Cytoplasm,0.45987259567105293,Cytoplasm,0.4014381761306244,Cytoplasm,0.4209163159774339
>mRNALoc_580#105245,Extracellular Region,0.4734234157771242,Extracellular Region,0.4734234157771242,Extracellular Region,0.6308518474752031,Extracellular Region,0.5227194148982636,Extracellular Region,0.6216557273418043,Cytoplasm,0.40544883192083875,Nucleus,0.3374994969552432,Cytoplasm,0.5051621391662248,Extracellular Region,0.4110634051188473,Extracellular Region,0.37769887381635825,Extracellular Region,0.42008361878554307,Extracellular Region,0.4059553704624815
>mRNALoc_1782#12370,Extracellular Region,0.5705436609844367,Extracellular Region,0.5705436609844367,Extracellular Region,0.5228844250608614,Extracellular Region,0.4844643228177501,Cytoplasm,0.393604946181064,Extracellular Region,0.491171876342896,Extracellular Region,0.37829902993394726,Extracellular Region,0.4790134184021654,Extracellular Region,0.4665440876061996,Extracellular Region,0.43194396133123025,Extracellular Region,0.4296872139694969,Extracellular Region,0.4304394630900747
>mRNALoc_541#104799,Extracellular Region,0.5286106816322828,Extracellular Region,0.5286106816322828,Extracellular Region,0.44492009133924276,Cytoplasm,0.3718619275486208,Extracellular Region,0.3832182314061141,Extracellular Region,0.6614219409780282,Extracellular Region,0.40449980844739525,Extracellular Region,0.44016573048432295,Cytoplasm,0.4009590139932662,Extracellular Region,0.44116916225871794,Extracellular Region,0.3641761490345753,Extracellular Region,0.3898404867759562
>mRNALoc_5835#231086,Extracellular Region,0.49804927514220004,Extracellular Region,0.49804927514220004,Nucleus,0.32045484571580796,Extracellular Region,0.40417122115273324,Cytoplasm,0.3222989178759697,Extracellular Region,0.5407130809151137,Extracellular Region,0.47608285668474715,Extracellular Region,0.4817786359562934,Extracellular Region,0.6360750815263825,Extracellular Region,0.4883993785297472,Extracellular Region,0.32586757297472335,Extracellular Region,0.3800448414930646
>mRNALoc_4877#21452,Extracellular Region,0.5129673720066962,Extracellular Region,0.5129673720066962,Cytoplasm,0.5388459014789543,Cytoplasm,0.5595171808853197,Cytoplasm,0.46715669482539646,Cytoplasm,0.5360391519256004,Extracellular Region,0.545427073117288,Cytoplasm,0.56211335017646,Extracellular Region,0.5196462833796837,Cytoplasm,0.426660492265421,Cytoplasm,0.3703491595542134,Cytoplasm,0.3891196037912826
>mRNALoc_3588#18046,Extracellular Region,0.43662190451715954,Extracellular Region,0.43662190451715954,Extracellular Region,0.38566713825507126,Extracellular Region,0.6037120509001347,Nucleus,0.3697451793496189,Extracellular Region,0.5200096162530773,Extracellular Region,0.41469842009525887,Extracellular Region,0.35600277102795713,Cytoplasm,0.4726702852423762,Extracellular Region,0.3720813333796846,Extracellular Region,0.37252459963790496,Extracellular Region,0.3723768442184982
>mRNALoc_3801#18741,Extracellular Region,0.6220834608356465,Extracellular Region,0.6220834608356465,Cytoplasm,0.3696166570690105,Extracellular Region,0.44924647828130304,Extracellular Region,0.5185779787944467,Extracellular Region,0.726052145704586,Extracellular Region,0.4233712502947931,Extracellular Region,0.5662786283707186,Extracellular Region,0.4896042287950666,Extracellular Region,0.5447768463919221,Extracellular Region,0.40624663584725396,Extracellular Region,0.4524233726954767
>mRNALoc_4162#19826,Extracellular Region,0.7490038365802543,Extracellular Region,0.7490038365802543,Extracellular Region,0.4488763218054798,Extracellular Region,0.6406408424142022,Nucleus,0.43861725491719233,Extracellular Region,0.5996601160012094,Extracellular Region,0.45183285003650103,Extracellular Region,0.531995811184224,Extracellular Region,0.47736887238273573,Extracellular Region,0.4470800848664983,Extracellular Region,0.5175049674760381,Extracellular Region,0.49403000660619156
>mRNALoc_14803#67671,Extracellular Region,0.8423598960617282,Extracellular Region,0.8423598960617282,Extracellular Region,0.7642654719360602,Extracellular Region,0.8823338488973312,Extracellular Region,0.7343711113870578,Extracellular Region,0.7878621563296025,Extracellular Region,0.7945994174977388,Extracellular Region,0.7696879580799476,Extracellular Region,0.8264797703337597,Extracellular Region,0.7826000827256213,Extracellular Region,0.6662638225913696,Extracellular Region,0.7050425759694535
>mRNALoc_11591#54446,Nucleus,0.46900783152656766,Nucleus,0.46900783152656766,Nucleus,0.3833708243339365,Nucleus,0.35406470628676795,Nucleus,0.4416047124763241,Nucleus,0.4228426505863403,Nucleus,0.5200022177464084,Nucleus,0.40675317786445125,Extracellular Region,0.4132061999952758,Nucleus,0.42836497731339573,Nucleus,0.33509023873476795,Nucleus,0.36618181826097723
>mRNALoc_4447#20511,Extracellular Region,0.4319460670660103,Extracellular Region,0.4319460670660103,Extracellular Region,0.41854289264493966,Extracellular Region,0.5841893449073199,Nucleus,0.36796751404635003,Extracellular Region,0.3936623805198938,Extracellular Region,0.39061180957690667,Extracellular Region,0.37791207010336597,Nucleus,0.36949804681353887,Extracellular Region,0.35026743726106846,Extracellular Region,0.373324874336856,Extracellular Region,0.3656390619782601
>mRNALoc_4172#19883,Extracellular Region,0.598675701300115,Extracellular Region,0.598675701300115,Nucleus,0.5344910106952927,Nucleus,0.5094193852727474,Nucleus,0.53642940936027,Extracellular Region,0.45632228426530214,Nucleus,0.5837016589591316,Extracellular Region,0.5457343208120445,Extracellular Region,0.5091734351333044,Nucleus,0.4331260335991919,Extracellular Region,0.3594693893196647,Extracellular Region,0.37773905570079447
>mRNALoc_18703#85441,Extracellular Region,0.4666594102230712,Extracellular Region,0.4666594102230712,Cytoplasm,0.5774098157900341,Cytoplasm,0.6011794319962696,Cytoplasm,0.4484184682190841,Cytoplasm,0.4588302951136941,Endoplasmic Reticulum,0.31478616452090014,Cytoplasm,0.40465331673414257,Cytoplasm,0.5287589740700672,Cytoplasm,0.4113522121231494,Cytoplasm,0.36280941914121634,Cytoplasm,0.37899035013519405
>mRNALoc_6538#23964,Extracellular Region,0.41436360085629026,Extracellular Region,0.41436360085629026,Cytoplasm,0.381914455239579,Extracellular Region,0.4177405106083089,Cytoplasm,0.3788628285592857,Extracellular Region,0.3376436827703155,Nucleus,0.3906458597962209,Extracellular Region,0.41906731511504813,Extracellular Region,0.5244992864447325,Extracellular Region,0.38196390700445626,Extracellular Region,0.30105375023678804,Extracellular Region,0.32802380249267743
>mRNALoc_6549#239857,Cytoplasm,0.39182929260330346,Cytoplasm,0.39182929260330346,Nucleus,0.34664560717750487,Extracellular Region,0.41295328021161654,Nucleus,0.3809420223922384,Cytoplasm,0.33108370744712406,Nucleus,0.38617640751265386,Extracellular Region,0.3546397536872134,Nucleus,0.4208817676080695,Nucleus,0.34595025101679333,Cytoplasm,0.2630406719764894,Nucleus,0.28040922895113546
>mRNALoc_6602#24136,Cytoplasm,0.5094068737472803,Cytoplasm,0.5094068737472803,Cytoplasm,0.5547249655798849,Cytoplasm,0.47632194574107467,Cytoplasm,0.5104823234678283,Extracellular Region,0.4055441856920818,Cytoplasm,0.7311734465087811,Cytoplasm,0.40857169886356703,Cytoplasm,0.47793948411367965,Cytoplasm,0.4993444669294809,Cytoplasm,0.40997213176310404,Cytoplasm,0.43976291015189634
>mRNALoc_4131#19726,Nucleus,0.5412412239631385,Nucleus,0.5412412239631385,Nucleus,0.59787859221635,Nucleus,0.504772360898176,Nucleus,0.6007321830548025,Nucleus,0.6536069393912763,Nucleus,0.43656278953768934,Nucleus,0.5315248945751448,Nucleus,0.5693226016274063,Nucleus,0.5583498816372638,Nucleus,0.43702668020816055,Nucleus,0.477467747351195
